SAMPLEID,SC1,SC1_1,SC2,SC2A,SC3,SC3A,SC7,SC8_1,SC8_2,SC9,SC19,SC20,SC20A,SC20_1,SC20_2,SC20_3,SC21,SC22,SC23,SC24,SC25,SC25A,SC26,SC26A,SC26B,SC27A,SC27B,SC27C,SC27D,SC27E,SC27F,SC28,SC29,SC29A,SC30,SC31,SC32,SC33,SC33_1,SC33_2,SC33_3,SC34,SC35
3211005108-01,39,1,8,4,5,1,2,3,1,1,1,1,,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005109-01,28,2,28,4,5,1,3,3,1,3,1,5,5,1,1,,1,1,5,5,1,5,5,5,1,1,5,5,5,1,8,1,5,5,5,5,5,5,5,5,5,5,5
3211005110-01,22,2,22,4,2,5,3,4,3,1,1,5,5,1,5,5,1,1,1,5,1,5,1,,,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3211005111-01,23,2,20,4,5,5,3,2,4,4,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
3211005112-01,31,2,2,4,1,,3,5,4,2,1,5,5,1,1,,1,1,1,5,5,,5,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
3211005113-01,49,1,30,4,1,,2,4,4,3,1,5,5,5,1,,1,1,5,5,1,1,1,,,5,5,5,5,1,5,1,5,5,5,5,8,1,1,,,5,5
3211005114-01,38,1,38,4,5,1,3,4,3,3,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005115-01,35,1,34,4,1,,2,1,1,3,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005116-01,27,1,18,3,1,,3,3,3,4,1,5,5,5,5,1,1,1,1,5,1,5,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005117-01,23,1,15,4,5,5,3,4,4,3,1,5,5,5,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,,,5,5
3211005118-01,55,1,20,4,1,,2,4,1,4,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5
3211005119-01,22,2,3,4,5,1,1,3,4,2,1,5,5,1,5,5,1,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,1,,1,5
3211005120-01,24,2,17,4,2,5,3,3,2,1,1,5,5,5,1,,1,5,5,5,5,,5,5,5,5,5,1,1,5,5,1,1,,5,5,5,5,5,5,5,5,5
3211005123-01,55,1,18,3,2,5,1,3,3,4,1,5,5,5,1,,1,1,1,5,1,5,1,,,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3211005124-01,83,2,30,4,4,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5
3211005125-01,38,2,4,4,5,5,1,3,3,2,1,1,,5,1,,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,,1,5,5,1,5,5,5,1,5
3211005128-01,51,2,7,4,3,5,1,2,2,3,1,1,,1,1,,1,1,1,1,1,1,1,,,1,1,5,1,1,5,1,1,,1,5,1,1,1,,,1,1
3211005131-01,29,2,4,4,1,,1,4,4,4,1,1,,1,5,1,1,1,5,5,1,1,1,,,5,1,5,1,1,5,1,5,5,5,5,5,5,5,5,1,5,5
3211005132-01,54,2,15,4,5,1,2,4,1,4,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5
3211005133-01,45,2,5,4,1,,2,5,3,5,1,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,1,,,5,5
3211005134-01,27,2,5,4,5,1,1,3,3,3,1,5,5,1,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,8,5,5,1,,,5,5
3211005135-01,34,2,10,4,5,5,3,3,3,4,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,1,1,1,1,,5,5,5,5,1,,,5,5
3211005136-01,22,2,9,4,5,5,3,3,3,3,1,1,,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5
3211005137-01,54,1,4,4,1,,3,1,3,3,1,1,,1,1,,5,1,5,5,5,,1,,,1,5,1,1,1,8,1,1,,5,8,5,5,1,,,1,5
3211005137-02,49,2,3,4,1,,3,4,4,3,1,1,,5,5,5,1,1,1,5,1,5,1,,,1,1,1,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5
3211005138-01,33,1,4,4,5,1,1,3,3,3,1,5,1,1,1,,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,1,,,5,1
3211005140-01,49,1,25,4,1,,3,3,4,2,1,5,1,1,5,1,1,1,1,5,5,,1,,,5,5,5,1,1,5,1,1,,5,5,5,5,5,5,5,1,5
3211005140-02,43,2,15,4,1,,3,4,3,3,1,5,1,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5
3211005144-01,25,2,1,4,5,1,3,2,2,1,1,5,5,5,5,1,1,1,1,5,1,5,5,1,,1,5,1,1,1,5,1,1,,5,5,5,5,5,5,5,1,1
3211005145-01,66,2,32,4,4,5,3,4,3,1,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005146-01,62,2,4,4,4,5,3,4,3,4,1,5,1,5,5,1,5,1,1,5,1,1,1,,,5,1,5,1,5,1,1,1,,1,5,5,5,1,,,5,5
3211005147-01,22,2,20,4,5,5,3,3,2,1,1,5,1,1,5,5,1,1,5,5,1,5,1,,,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1
3211005148-01,20,2,1,3,5,1,1,1,1,3,1,5,5,1,1,,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,1,5,1,1,,,5,5
3211005149-01,64,1,38,4,2,5,2,3,3,3,1,5,5,5,5,5,1,1,5,5,5,,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005151-01,71,1,8,4,1,,2,4,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,8,5,5,5,5,1,5,5
3211005151-02,71,2,6,4,1,,2,3,3,3,1,5,1,5,5,5,1,5,5,5,1,5,1,,,5,5,5,5,1,1,1,5,8,5,8,5,5,5,5,5,5,5
3211005152-01,72,2,5,4,4,5,3,4,2,4,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,8,5,5,5,5,5,5,5
3211005153-01,28,1,22,4,5,5,3,4,2,3,1,5,5,5,5,5,5,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5
3211005156-01,21,1,21,4,5,5,3,2,2,2,1,5,5,5,5,5,1,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005157-01,37,2,4,4,5,1,3,4,2,3,1,1,,5,5,5,1,1,1,5,5,,5,5,5,5,1,5,1,1,1,1,5,5,5,8,5,5,5,5,5,5,5
3211005157-02,43,1,4,4,5,1,2,4,3,4,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005158-01,51,2,1,4,2,1,3,3,3,3,1,1,,1,1,,1,1,1,5,1,1,1,,,1,1,1,1,1,8,1,5,5,1,5,5,5,5,5,5,5,5
3211005159-01,53,2,12,4,3,1,3,3,3,4,1,5,1,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,1,8,1,5,5,5,5,5,1,5,5,5,5,5
3211005161-01,23,1,2,4,5,5,3,4,3,1,1,5,5,1,1,,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,1,1,,5,1,1,5,1,,,5,1
3211005162-01,57,1,30,4,1,,1,4,4,2,1,5,1,5,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005162-02,50,2,25,4,1,,3,3,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005165-01,19,2,19,4,5,5,1,3,3,3,1,5,5,1,5,5,5,1,5,5,5,,5,5,5,1,1,1,1,1,1,1,1,,1,5,5,5,5,5,5,5,5
3211005166-01,54,1,11,4,2,1,1,4,4,5,1,5,5,1,5,5,1,1,5,1,1,5,1,,,1,5,5,5,1,5,1,1,,5,8,5,5,5,5,5,5,5
3211005167-01,40,2,33,4,2,5,1,3,4,3,1,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005168-01,31,2,32,4,5,5,3,2,2,3,1,5,1,1,5,5,1,1,1,5,1,5,1,,,5,1,5,5,5,5,1,1,,5,8,8,5,5,5,5,5,5
3211005169-01,28,2,28,4,1,,3,2,3,4,1,1,,5,5,1,5,1,5,5,5,,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005170-01,58,2,17,4,3,5,1,3,2,1,1,1,,1,1,,1,1,1,5,1,5,1,,,1,1,5,1,5,5,1,5,5,5,5,5,5,1,,,5,5
3211005171-01,31,2,3,4,5,1,3,4,4,1,1,5,5,5,1,,1,1,1,5,1,1,1,,,5,1,5,5,1,1,1,5,1,1,1,1,5,5,5,1,5,1
3211005173-01,24,1,20,4,5,1,1,4,3,3,1,1,,1,1,,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,1,5,1,5,1,5,5,1,1,5
3211005175-01,43,1,3,4,5,5,3,4,3,2,1,5,5,5,5,5,5,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005182-01,24,2,6,4,5,5,2,1,1,1,1,5,5,1,1,,1,1,1,5,5,,5,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005183-01,48,2,19,4,1,,3,4,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005184-01,38,2,38,4,3,5,3,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005186-01,53,1,14,4,1,,3,4,3,4,1,5,5,5,1,,1,5,5,5,1,5,1,,,5,5,5,5,5,5,5,5,1,5,8,8,1,1,,,5,5
3211005187-01,54,1,4,4,1,,1,5,4,5,1,1,,1,1,,1,1,1,5,1,1,1,,,1,5,5,5,1,5,1,5,1,5,1,5,1,5,5,1,5,1
3211005188-01,24,1,24,4,5,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,5,5
3211005190-01,28,1,18,3,1,,3,3,2,3,1,1,,5,5,5,1,1,5,5,5,,1,,,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3211005192-01,33,2,14,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005193-01,53,2,15,4,1,,3,3,3,3,1,1,,5,5,5,5,5,1,5,5,,1,,,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,1
3211005194-01,26,2,18,4,5,5,3,4,4,2,1,1,,5,5,5,1,1,1,5,1,5,1,,,1,1,1,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3211005196-01,30,2,5,4,1,,3,4,4,4,1,5,5,1,1,,1,1,1,5,1,1,5,5,5,1,5,1,5,5,1,1,5,1,5,5,1,5,1,,,5,5
3211005196-02,44,1,4,4,5,1,3,3,3,3,1,5,5,1,5,1,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,5,5
3211005197-01,39,2,1,4,2,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,5,5,1,1,5
3211005198-01,46,1,6,4,1,,1,5,3,5,1,5,5,1,5,5,1,1,1,1,1,1,5,1,,5,5,1,5,5,5,1,1,,5,5,5,5,5,5,5,1,1
3211005199-01,39,1,10,4,1,,2,4,4,1,1,1,,1,5,1,1,1,1,1,1,1,1,,,1,1,5,5,1,5,1,1,,5,1,1,1,1,,,1,1
3211005199-02,33,2,10,4,5,1,3,3,3,3,1,5,5,5,5,5,1,1,5,5,5,,1,,,1,5,5,5,1,1,1,1,,5,5,5,5,5,5,5,5,5
3211005200-01,45,2,4,4,2,5,3,3,3,2,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,5,5,1,1,5,1,5,5,8,5,5,5,5,5,5
3211005201-01,18,1,7,4,5,5,3,1,1,3,1,5,5,1,1,,1,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005202-01,42,2,7,3,5,5,3,1,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5
3211005203-01,25,2,18,3,5,5,2,3,3,2,1,1,,5,5,5,1,1,1,5,5,,1,,,1,5,1,5,1,1,1,1,,1,1,5,5,5,5,5,1,5
3211005204-01,52,2,14,4,5,1,2,3,3,4,1,5,5,5,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5
3211005210-01,45,1,8,4,1,,3,3,3,2,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,1,5,1,1,,5,5,5,5,5,5,5,5,5
3211005216-01,18,1,4,4,5,5,3,3,2,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005217-01,36,2,14,4,1,,2,3,2,3,1,1,,1,1,,5,5,5,5,5,,5,5,5,1,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3211005218-01,32,2,10,4,1,,3,4,2,3,1,5,1,5,5,5,1,1,5,5,1,5,1,,,1,1,1,5,5,1,1,1,,5,1,5,5,5,5,5,5,1
3211005219-01,43,2,6,4,1,,1,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005220-01,27,2,4,4,5,1,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005225-01,24,1,2,4,5,5,1,3,3,3,1,5,5,1,1,,1,1,1,1,1,1,5,1,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,,5,5
3211005228-01,22,2,4,3,1,,1,3,3,3,1,1,,1,1,,1,1,5,5,1,1,5,1,,5,5,1,1,1,5,1,1,,1,5,1,5,5,5,5,5,5
3211005228-02,23,1,18,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,1,5,5,5,1,5
3211005229-01,59,2,20,4,4,5,2,1,3,2,1,5,5,5,5,5,5,1,5,5,5,,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,8,5,5,5,5
3211005231-01,43,2,4,3,1,,1,1,2,3,1,1,,1,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,5,5,5,1,5,5,5,5,5
3211005232-01,31,1,30,1,5,5,3,3,3,2,1,1,,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5,5,1,5,5,5,1,1,5,5,5,5,5,5
3211005235-01,32,1,7,3,5,5,3,3,3,2,1,1,,1,1,,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,8,5,5,1,1,,,5,5
3211005240-01,79,2,56,4,5,5,1,2,2,3,1,5,5,5,5,5,5,8,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,5
3211005241-01,41,2,17,4,1,,3,3,3,4,1,5,5,5,1,,5,1,5,5,1,1,1,,,5,5,5,5,1,1,1,5,5,5,5,5,1,1,,,5,5
3211005242-01,53,2,18,3,1,,1,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005243-01,75,2,8,4,4,5,2,4,3,5,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,1,,5,8,5,8,5,5,5,5,5
3211005244-01,33,2,4,3,5,5,3,3,3,1,1,1,,1,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,1,5,5,5,5,5,5,5,5
3211005246-01,66,2,20,4,5,5,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005247-01,55,1,12,4,1,,2,2,2,3,1,1,,5,5,5,1,1,5,5,5,,5,5,1,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3211005248-01,71,1,37,4,2,5,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,1,5,8,5,5,5,5,5,5,5
3211005249-01,72,1,18,4,1,,1,4,4,3,1,5,5,5,5,5,1,1,1,5,1,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005251-01,43,2,33,4,2,5,3,5,2,3,1,1,,1,1,,1,1,1,5,1,5,1,,,1,1,5,1,1,1,1,1,,1,5,5,5,5,5,5,5,5
3211005252-01,36,2,10,4,2,5,3,3,3,1,1,1,,5,5,5,1,1,1,5,1,1,1,,,1,5,1,5,5,5,1,1,,1,1,5,5,5,5,5,5,5
3211005254-01,59,2,34,4,4,5,2,3,2,4,1,5,5,5,5,5,1,1,1,5,1,5,1,,,1,1,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005256-01,18,2,18,4,5,5,3,1,1,1,1,1,,5,1,,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3211005257-01,39,1,34,4,5,5,3,1,1,2,1,5,5,1,1,,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,1,5,1,,,1,5
3211005258-01,32,1,4,3,1,,3,3,1,3,1,5,5,5,5,1,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005259-01,41,1,5,4,1,,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
3211005259-02,29,2,5,4,1,,3,1,4,3,1,1,,1,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3211005260-01,34,1,2,4,5,1,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005261-01,31,2,5,4,5,5,3,2,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,1,5,8,8,1,5,5,5,5,5
3211005262-01,37,1,6,4,5,1,3,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5
3211005263-01,62,2,41,4,2,5,3,3,1,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,8,5,5,1,1,5,5,5,5,5,5,1,5
3211005266-01,45,2,44,4,5,5,1,3,1,4,1,1,,5,5,1,5,1,5,5,5,,1,,,1,1,1,5,1,8,1,1,,5,5,5,5,5,5,1,5,1
3211005267-01,43,2,4,4,1,,1,2,2,1,1,5,5,5,5,1,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5
3211005268-01,21,2,1,4,5,5,3,3,3,1,1,5,5,1,5,5,1,1,1,1,1,5,1,,,5,5,5,5,5,8,5,5,5,5,5,5,1,1,,,5,5
3211005269-02,68,2,34,4,1,,1,3,3,3,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,1,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005270-01,39,1,6,4,1,,3,1,1,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,1,1,5,5,1,5,1,5,1,5,5,5,5,1,,,5,5
3211005270-02,39,2,9,4,1,,3,3,3,1,1,5,5,5,5,5,1,1,1,5,5,,1,,,1,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5
3211005271-01,44,1,44,4,5,5,3,2,3,3,1,1,,5,5,5,5,5,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005272-01,48,2,11,4,3,5,3,1,3,1,1,5,5,5,1,,5,5,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005273-01,18,1,18,4,5,5,3,1,1,2,1,1,,5,5,5,5,5,5,5,5,,5,1,,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,1,5,5
3211005274-01,73,2,32,4,4,5,3,4,3,1,1,1,,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005275-01,49,2,45,4,1,,2,4,3,4,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5
3211005276-01,55,2,5,4,4,5,3,4,4,5,1,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005277-01,28,2,3,4,2,5,3,3,3,1,1,1,,5,5,5,1,1,5,5,1,5,5,5,1,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5
3211005279-01,41,2,5,4,1,,2,4,3,2,1,1,,5,5,5,1,1,1,5,1,1,1,,,1,1,1,1,1,1,1,1,,1,5,5,5,1,,,5,5
3211005281-01,52,1,25,4,3,5,1,3,2,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3211005282-01,47,1,11,4,5,1,1,3,3,2,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5
3211005282-02,52,2,18,4,3,1,2,3,3,3,1,5,5,5,5,5,1,1,1,5,5,,5,1,,1,5,5,5,5,5,1,1,,1,5,5,5,5,5,5,1,1
3211005283-01,50,1,8,4,1,,2,3,4,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3211005285-01,55,2,32,3,2,5,3,3,3,3,1,1,,1,1,,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005292-01,38,2,10,4,1,,3,3,3,3,1,1,,5,5,5,1,1,1,5,5,,5,5,5,5,5,1,5,1,5,1,5,1,1,5,5,5,5,5,5,5,5
3211005292-02,39,1,10,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005294-01,57,1,11,4,1,,3,3,3,4,1,5,5,5,5,5,1,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005295-01,51,1,14,4,1,,1,3,3,4,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,1,1,1,,5,5,5,5,5,5,5,5,5
3211005296-01,30,1,25,4,5,5,3,3,3,3,1,5,5,1,5,5,5,1,1,5,5,,5,5,5,5,5,1,5,5,5,1,1,,5,5,5,5,5,5,5,1,5
3211005297-01,25,1,3,4,5,5,3,2,2,2,1,5,5,1,5,1,1,1,1,5,5,,1,,,1,5,1,5,5,5,1,1,,5,1,5,5,5,5,1,5,5
3211005298-01,39,1,1,4,1,,2,4,4,3,1,5,5,1,1,,5,5,5,5,1,1,5,5,5,5,5,1,5,5,5,1,1,,5,5,1,1,5,5,1,5,5
3211005299-01,24,1,21,4,5,5,3,4,3,4,1,1,,1,1,,1,1,1,5,5,,5,5,5,5,5,5,1,5,5,1,1,,5,5,5,5,5,5,5,5,5
3211005300-01,20,1,20,4,5,5,3,3,2,1,1,1,,5,1,,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3211005301-01,29,2,2,4,5,1,3,3,3,3,1,5,5,5,1,,1,1,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5
3211005302-01,27,2,1,4,5,5,3,4,3,3,5,5,1,1,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5
3211005304-01,65,2,5,4,1,,3,3,2,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005305-01,67,1,23,4,1,,3,3,3,3,1,1,,1,1,,1,1,1,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,8,1,1,5,5,5,5,5
3211005305-02,56,2,22,4,1,,3,4,3,4,1,1,,5,5,5,5,5,5,5,1,5,5,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005306-01,34,1,2,4,5,1,1,3,3,3,1,5,5,1,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5
3211005309-01,26,1,2,4,5,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005310-01,51,1,10,4,1,,1,4,2,4,5,5,5,1,5,5,1,5,5,5,5,,1,,,5,5,1,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5
3211005313-01,73,2,40,4,1,,3,1,1,3,1,1,,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005314-01,48,2,29,4,3,5,3,4,4,4,1,1,,1,1,,1,1,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,1,5,8,8,1,5,1,,5,5
3211005315-01,52,2,28,4,1,,3,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3211005316-01,29,2,8,4,1,,3,3,3,2,1,1,,1,5,5,5,5,5,5,1,5,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005317-01,49,1,13,4,1,,2,1,1,3,1,5,1,5,5,5,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5
3211005321-01,72,2,30,4,5,5,3,3,3,3,1,5,5,1,5,5,1,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3211005322-01,54,2,3,4,5,5,2,3,2,4,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5
